	NR	Malgruppe	Alder	Region	Kjonnsidentitet	KID_egne_ord	Cis	Spesifiser_Cis	Pronomener	Intersex	Seksuell_orientering_1	Seksuell_orientering_2	Seksuell_orientering_3	Seksuell_orientering_4	Seksuell_orientering_5	Seksuell_orientering_6	Seksuell_orientering_7	Seksuell_orientering_8	SO_egne_ord	Annen_RO	RO_1	RO_2	RO_3	RO_4	RO_5	RO_6	RO_7	RO_8	RO_egne_ord	Synlig_Skeiv_1	Synlig_Skeiv_2	Synlig_Skeiv_3	Synlig_Skeiv_4	Synlig_Skeiv_5	Skeiv_ID	Marginalisert_ident	Spesifiser_marg_ident	Sist_besok	Hyppighet	Urban	Deichman	Valgt_andre_bib	UV	UBU	Andre_temaer	Arr	utlan	bla_i	datamaskin	still_spm	utrygt	m_med_respekt	feilkjonnet	antatt_orientering	Interaksjon_bibansatt_1	Interaksjon_bibansatt_2	Interaksjon_bibansatt_3	Interaksjon_bibansatt_4	Interaksjon_brukere_1	Interaksjon_brukere_2	Interaksjon_brukere_3	Interaksjon_brukere_4	Utvalg_KID	Utvalg_Orientering	Utvalg_Intersex	Utvalg_lykkelig	Utvalg_fag	Aldri_tenkt	Utrygt_stille_spm	Rep_matters_B	Bib_pleier_ha	Alltid_velkommen	Trygge_rom_gen_B	Ingen_rolle	Ingenting_tilby	Bibs_ansvar	Minoritetsstress_ansatte	Minoritetsstress_brukere	Lhbtiq_vennlig	Rom_for_forbedring	Andre_brukere	Helt_meg_selv	Ikke_velkommen	Ingen_rolle_IB	Trygge_rom_pers_IB	Trygge_rom_gen_IB	Godt_utvalg	Skeiv_medieforbruk_pos	Skeiv_medieforbruk_neg	Rep_matters_IB	Mer_skj_item	Mer_skj_skaper	Mer_skj_mangfold	Mer_faglitt	Mer_BU	Bedre_gjenfinning	Info	Kompetanseheving	Apne_ansatte	Tredje_KI	Selvbestemt_KID	Endre_KID	Toaletter	Pronomen_bruk	Nulltoleranse	Skilting	Behov_kompetanseheving	Overall_tilfredshet	Svartid
336	12572550	Y	30-44	N	K		N		Hun/hennr	N			Bi						Skeiv da jeg er forlovet med ei dame	N										Y					0.0	N		6 år siden eller mer																																													-2.0	2.0	-2.0	2.0	2.0	2.0	-2.0	-2.0	2	2	2	1	2	2	1	1	0	0	0	0	0	0	2	0			5 minutter 1 sekund
337	12573383	Y	16-29	O	K		Y		Hun/henne	N			Bi							N													N		-2.0	N		Mindre enn 3 måneder siden	20-39 ganger	Y	N	N	-1.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	1.0	N	N				N				N	-1.0	-1.0	-1.0	-1.0	-1.0	1.0		1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0									1	1	1	1	1	1	1	1	1	2	2	2	2	0	2	0	6.0	3.0	11 minutter 45 sekunder
338	12574096	Y	16-29	T	NONE	Ambigender	N		Han/hun	N					Q				Skeiv	N											S				1.0	U		3-11 måneder siden	3-5 ganger	N	N	N	-2.0	-2.0	-2.0	-2.0	-1.0	-2.0	-2.0	-2.0	-2.0	2.0	N	N				N				N	-2.0	-1.0		-2.0	-2.0	2.0	1.0	1.0	-2.0	2.0	1.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0	1.0	-1.0									2	2	2	1	2	2	2	2	0	2	2	2	1	0	2	1	5.0	3.0	25 minutter 54 sekunder
339	12574131	Y	45-60	V	K		Y		Hun/henne	N	Ace			LG						N														U	1.0	U	Har en diagnose på autismespekteret	1-3 år siden	6-9 ganger	N	N	N	-2.0	-2.0	-2.0	-2.0	-2.0	-1.0	-2.0	-2.0	-2.0	2.0	N	N				N				N	0.0	0.0	0.0	0.0	0.0	1.0		2.0		0.0	2.0	2.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0									2	2	2	2	2	2	2	2	0	2	0	0	1	0	2	0	7.0	4.0	16 minutter 8 sekunder
340	12574168	Y	30-44	O	M		N		han	N			Bi						Panfil	N												I			2.0	N		Mindre enn 3 måneder siden	40 ganger eller mer		Y	N	-1.0	-1.0	1.0	0.0	0.0	0.0	0.0	0.0	-1.0	1.0	U	U			U					N	-2.0	-1.0		0.0	-1.0	-2.0	1.0	2.0	1.0	0.0	-1.0	-1.0	-2.0	1.0	-1.0	0.0	1.0	2.0	-1.0	0.0									1	2	1	2	1	1	1	2	1	2	1	1	2	0	2	-1	7.0	5.0	25 minutter 9 sekunder
341	12574256	Y	30-44	V	K	kvinne	Y		hun/henne	N			Bi		Q				skeiv, bi	Y			Bi		Q				bi, skeiv		S	I			2.0	U	Jeg har ptsd som påvirker meg i mer og mindre synlig grad ettersom	Mindre enn 3 måneder siden	3-5 ganger		Y	Y	-1.0	-1.0	0.0	0.0	1.0	1.0	-1.0	-1.0	-1.0	1.0	N	Y		Y_Neg					U			-1.0		-2.0	1.0	0.0	2.0	1.0	-1.0	1.0	1.0	1.0	-1.0	1.0	1.0	1.0	2.0	0.0	1.0	-1.0									2	2	1	1	1	1	2	2	1	2	2	2	2	0	2	2	6.0	6.0	9 minutter 29 sekunder
342	12574494	Y	45-60	O	K		Y		hun/henne	N			Bi						pan	N												I			0.0	Y		3-6 år siden	6-9 ganger	Y	N	N					-1.0	0.0	-2.0	-2.0	-2.0	2.0	N	U				N				N	2.0	-1.0		-1.0	-1.0	-1.0	-2.0	0.0	-1.0	2.0	2.0	2.0	-2.0	1.0	-2.0	-1.0	2.0	1.0	1.0	2.0									2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	1	5.0	5.0	10 minutter 50 sekunder
343	12575254	Y	16-29	V	K	Cis-Kvinnw	Y		Ho/hun	N	Ace								aseksuell	Y			Bi						Biromantisk	Y					2.0	N		3-11 måneder siden	3-5 ganger	N	N	N	-2.0	-1.0	0.0	-1.0	0.0	0.0	-1.0	0.0	-2.0	1.0	N	Y				N			U		2.0	-2.0		-1.0	2.0	1.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0									1	2	2	2	2	2	2	2	2	2	2	0	2	2	2	0	6.0	4.0	18 minutter 26 sekunder
344	12575377	Y	30-44	O	K		Y		Hun/henne	N					Q				Bifil	N										Y					0.0	N		1-3 år siden	1-2 ganger	Y	N	N	-2.0	-2.0	-2.0	-2.0	-1.0	0.0	0.0	-1.0	-2.0	1.0	N	N				N				N	1.0	1.0	1.0	0.0	0.0	-1.0	2.0	-2.0	1.0	2.0	2.0	2.0	-2.0	0.0	-2.0	-2.0	2.0	2.0		2.0									2	2	2	2	2	2	2	0	2	-1	-1	-1	-1	-1	2	2	6.0	6.0	56 minutter 37 sekunder
345	12575508	Y	30-44	V	K		Y		Hun henne	N			Bi							N												I			0.0	U	Tjukk og psyk	6 år siden eller mer																																													-2.0	2.0	-2.0	0.0	0.0	1.0	-2.0	1.0	1	1	1	2	2	1	1	1	2	0	0	0	0	0	0	1			7 minutter 22 sekunder
346	12575934	Y	30-44	O	M		Y		Han	N				LG						N										Y					1.0	U	Adhd, skrivevansker som barn	1-3 år siden	1-2 ganger		Y	N	-1.0	-1.0	-1.0	0.0	0.0	-1.0	-1.0	-1.0	-2.0	2.0	N	N				N			U		2.0	1.0	2.0	1.0	2.0	1.0	-2.0	1.0	1.0	2.0	2.0	2.0	-1.0	1.0	-2.0	-1.0	2.0	-1.0	1.0	2.0									1	1	1	1	1	1	1	1	1	1	1	2	2	0	1	1	4.0	6.0	11 minutter 36 sekunder
347	12576789	Y	30-44	O	K	Kvinne	Y		Hun	N				LG					Lesbisk	N										Y					1.0	Y		6 år siden eller mer																																													-2.0	2.0	0.0	2.0	1.0	1.0	-2.0	2.0	2	2	2	1	2	1	2	2	1	2	2	2	2	1	2	2			14 minutter 22 sekunder
348	12577039	Y	30-44	V	IB		N		Hun/hen/de/dem	N	Ace					Fluid				Y			Bi				SU					I			1.0	U		1-3 år siden	3-5 ganger	Y	N	N	-1.0	-2.0	0.0	-2.0	0.0	0.0	-2.0	-2.0	-1.0	1.0	N	N				N				N	-2.0	-1.0		0.0	-1.0	1.0	2.0	1.0	0.0	0.0	-1.0	-1.0	-1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0									1	1	0	1	1	2	0	1	0	2	0	2	2	1	2	-1	6.0	3.0	27 minutter 26 sekunder
349	12577153	Y	30-44	O	M		Y		Han	N				LG	Q					N												I			-1.0	Y		Mindre enn 3 måneder siden	10-19 ganger		Y	N	-2.0	-2.0	0.0	-2.0	-1.0	-1.0	-2.0	-2.0	-2.0	1.0	Y	Y			U				U		2.0	1.0		-1.0	-1.0	-2.0	1.0	-1.0	0.0	2.0	1.0	1.0	-1.0	2.0	-1.0	1.0	1.0	1.0	2.0	-1.0									2	2	1	2	2	2	-1	1	2	2	2	2	2	1	2	2	6.0	5.0	11 minutter 5 sekunder
350	12577421	Y	16-29	T	M		N		Han	N			Bi							SU			Bi							Y					2.0	N		Mindre enn 3 måneder siden	6-9 ganger	Y	N	Y	-1.0	-1.0	0.0	-1.0	0.0	1.0	-2.0	-1.0	-2.0	2.0	U	N			U				U		2.0	1.0	0.0	1.0	0.0	-1.0	-1.0	2.0	1.0	2.0	2.0	2.0	-2.0	1.0	-1.0	-1.0	2.0	0.0	1.0	1.0									2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	1	6.0	5.0	18 minutter 15 sekunder
351	12577899	Y	16-29	O	IB	Flytende	N		han/hen	N		Het			Q				Skeiv, heterofil	N												I			2.0	N		Mindre enn 3 måneder siden	20-39 ganger		Y	N	-1.0	-2.0	-2.0	-2.0	0.0	0.0	-2.0	-2.0	-1.0	1.0	U	N				N				N	-2.0	0.0		0.0	-2.0	-1.0		2.0	-1.0	-2.0	-1.0	-1.0	1.0	2.0			0.0	2.0											2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	7.0	2.0	30 minutter 21 sekunder
352	12578113	Y	45-60	O	M	Homo, skeiv, bøg, gay	Y		han	N				LG	Q					N										Y					2.0	N		3-11 måneder siden	6-9 ganger		Y	N	-2.0	-2.0	-2.0	-2.0	-1.0	0.0	-2.0	-2.0	-2.0	2.0	N	N				N				N	2.0	0.0				1.0		-2.0	1.0	2.0	0.0	2.0	-2.0	0.0	-2.0	-2.0	0.0	-2.0	-2.0	2.0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	7.0	12 minutter 33 sekunder
353	12578597	Y	30-44	S	IB		N		Hun/henne	N				LG						N										Y					2.0	Y		3-11 måneder siden	6-9 ganger	Y	N	N	-2.0	-2.0	-2.0	-2.0	0.0	-1.0	-2.0	-2.0	-1.0	2.0	N	N				N				N	0.0	0.0	0.0	0.0	0.0	-1.0	-1.0	2.0	1.0	2.0	2.0	2.0	0.0	2.0	-2.0	1.0	1.0	0.0		0.0									2	2	2	2	2	2	2	2	1	2	2	2	2	0	2	2	6.0	4.0	11 minutter 42 sekunder
354	12578733	Y	30-44	O	K		Y		Ho	N			Bi							N												I			1.0	U	Funksjonshemming	Mindre enn 3 måneder siden	6-9 ganger	Y	N	N	1.0	1.0	1.0	0.0	0.0	0.0	-2.0	-2.0	-2.0	2.0	N	N				N				N	1.0	-1.0		0.0	1.0	-2.0	-2.0	0.0	0.0	2.0	0.0	-1.0	-2.0	0.0	-2.0	-2.0	2.0	0.0		2.0									1	1	1	1	1	-2	-2	0	1	0	0	0	0	0	1	-2	5.0	6.0	13 minutter 13 sekunder
355	12578760	Y	16-29	O	K	Transkvinne	N		Hun/henne	N	Ace		Bi	LG		Fluid				N										Y					2.0	N		3-11 måneder siden	1-2 ganger	Y	N	Y	0.0	2.0	-1.0	1.0	-1.0	0.0	-1.0	0.0	0.0	1.0	Y	N	Y_Pos					Y_Neg			-2.0	-1.0		0.0	-1.0	-2.0	1.0	1.0	-1.0	0.0	1.0	0.0	-2.0	2.0	1.0	-2.0	1.0	0.0	1.0	0.0									1	1	0	1	2	1	0	1	1	2	1	1	2	0	2	1	6.0	5.0	12 minutter 17 sekunder
356	12578851	Y	16-29	O	IB	norsk:ikke-binær, engelsk: enby, agender, skulle gjerne hatt mer ord på norsk	N		Hen/hen	N	Ace								ace	Y					Q				"pan, ""liker alle, vil ikke ligge med noen"""		S	I			2.0	N		3-11 måneder siden	3-5 ganger		Y	N	-1.0	-1.0	-2.0	-2.0	0.0	-1.0	-2.0	-1.0	-2.0	2.0	U	N				N	Y_Pos				-1.0	-1.0		0.0	1.0	2.0		2.0	1.0	2.0	2.0	1.0	-2.0	2.0	1.0	1.0	2.0		2.0										1	2	2	1	2	1	2	0	0	2	2	2	2	2	2	0	5.0	6.0	40 minutter 42 sekunder
357	12578879	Y	45-60	O	K		N		Hun	N			Bi	LG						N												I			2.0	N		3-11 måneder siden	1-2 ganger	Y	N	N	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	2.0	N	N				N				N	-1.0	-1.0	-2.0	-2.0	-2.0	2.0		2.0		2.0	2.0	2.0	2.0	2.0	-2.0	-2.0	2.0	-2.0	-2.0	2.0									2	1	2	1	1	1	1	1	1	1	1	2	2	-2	2	1	6.0	4.0	10 minutter 50 sekunder
358	12579015	Y	30-44	O	K		N		Hun/henne	N				LG						N												I	N		1.0	N		6 år siden eller mer																																													-2.0	2.0	-2.0	2.0			2.0	-2.0	2	0	2	2	2	2	0	1	0	2	2	2	2	2	2	2			7 minutter 19 sekunder
359	12579476	Y	30-44	O	M		N		Han	N			Bi							N												I			-1.0	N		Mindre enn 3 måneder siden	40 ganger eller mer		Y	N	2.0	0.0	0.0	0.0	-2.0	-1.0	-2.0	-2.0	-2.0	2.0	N	N				N				N	2.0	2.0	2.0	1.0	0.0	1.0		-1.0		2.0	2.0	2.0	-2.0	1.0	-2.0	-2.0	2.0	-2.0	1.0	2.0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	7.0	5 minutter 15 sekunder
360	12579598	Y	30-44	V	IB		N		Hen, hun.	U				LG					skeiv	SU				LG	Q					Y					2.0	Y		3-11 måneder siden	1-2 ganger	N	N	Y	-2.0	-2.0	-2.0	-2.0	2.0	2.0	2.0	2.0	0.0	1.0	U	N			U				U		-2.0	-2.0	-2.0	-2.0	-1.0	1.0	2.0	2.0	-2.0	-1.0	1.0	-1.0	2.0	1.0	-1.0	-1.0	-2.0	1.0	2.0	-1.0									2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	7.0	1.0	15 minutter 56 sekunder
361	12579619	Y	16-29	O	K		Y		Hun/henne	N	Ace			LG						N													N		-2.0	N		Mindre enn 3 måneder siden	10-19 ganger		Y	N	0.0	0.0	-2.0	-1.0	0.0	-2.0	-2.0	-2.0	-2.0	2.0	N	N				N				N	2.0	0.0		0.0	-1.0	1.0		2.0		2.0	2.0	2.0	-1.0	2.0	-2.0	-1.0	1.0		0.0	0.0									2	2	2	2	2	1	1	1	0	2	2	2	2	-1	2	-1	4.0	3.0	13 minutter 32 sekunder
362	12580017	Y	16-29	S	K		Y		hun/henne	N			Bi		Q					N												I			1.0	U	kvinne og overvektig	Mindre enn 3 måneder siden	3-5 ganger	Y	N	N	-2.0	-2.0	-2.0	-2.0	0.0	-1.0	-2.0	-2.0	-2.0	2.0	N	N				N				N	2.0	-1.0		-1.0	0.0	2.0		1.0		0.0	0.0	1.0	0.0	2.0	-2.0	-1.0	1.0	-1.0		1.0									2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	6.0	2.0	17 minutter 9 sekunder
363	12580463	Y	16-29	T	SU	Hun/henne	Y		Hun/henne	N	Ace			LG	Q	Fluid	SU		Queer/pan etc	N										Y	S				2.0	Y		Mindre enn 3 måneder siden	40 ganger eller mer	Y	N	Y	0.0	-1.0	-1.0	-1.0	1.0	1.0	-1.0	1.0	0.0	1.0	U	U	Y_Pos	Y_Neg			Y_Pos	Y_Neg			-1.0	-2.0		-2.0	-2.0	-2.0	2.0	2.0	-2.0	-1.0	-1.0	-2.0	2.0	2.0	2.0	2.0	0.0	2.0	2.0	-2.0									2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	7.0	1.0	18 minutter 47 sekunder
364	12580527	Y	45-60	O	M		Y		han/de	N					Q			NONE	poly of BDSMer	N												I			2.0	U	poly	Mindre enn 3 måneder siden	3-5 ganger		Y	N	-1.0	-2.0	-1.0	-1.0	-1.0	-1.0	-2.0	-1.0	0.0	2.0	N	Y		Y_Neg						N	0.0	-2.0	2.0	-1.0	-2.0	1.0	1.0	1.0	-2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	-1.0	0.0									2	1	2	2	2	1	1	0	0	0	1	0	1	0	1	0	5.0	5.0	25 minutter 51 sekunder
365	12580783	Y	16-29	O	K		Y		Hun/henne	N			Bi							N												I			1.0	N		3-11 måneder siden	6-9 ganger		Y	N	-1.0	0.0	0.0	-1.0	0.0	0.0	-1.0	-2.0	-2.0	1.0	N	Y			U				U		2.0	-2.0		-2.0	-2.0	-1.0		1.0	-1.0	1.0	-1.0	2.0	0.0	2.0	-1.0	-1.0	0.0	2.0	1.0	1.0									2	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2	7.0	3.0	27 minutter 57 sekunder
366	12580789	Y	16-29	V	K		Y		hun/henne	N				LG					lesbisk	N												I			1.0	N		1-3 år siden	1-2 ganger	N	N	N	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-1.0	0.0	N	N				N				N	1.0	-2.0		1.0	0.0	2.0		2.0	-1.0	1.0	1.0	2.0	1.0	2.0	-2.0	-2.0	2.0	0.0	1.0	2.0									2	2	2	1	1	2	0	1	0	1	1	1	1	0	2	2	4.0	2.0	8 minutter 41 sekunder
367	12581049	Y	16-29	T	M	Transmann	N		han	N	Ace		Bi		Q					N										Y					2.0	Y		Mindre enn 3 måneder siden	10-19 ganger	Y	N	Y	-1.0	-2.0	-1.0	1.0	1.0	1.0	-2.0	0.0	1.0	-1.0	Y	Y		Y_Neg			Y_Pos	Y_Neg			-2.0	-2.0		-2.0	-2.0	-2.0	2.0	2.0	-2.0	-1.0	-2.0	-2.0	1.0	1.0	2.0	-1.0	-1.0	2.0	-1.0	-2.0									2	2	2	2	2	2	-1	2	1	2	-1	2	2	2	2	1	7.0	2.0	35 minutter 10 sekunder
368	12581101	Y	16-29	O	K		N		hun/henne	N				LG						N											S				2.0	U	Er av skogfinsk slekt. Har i enkelte tilfeller fått kommentar på at jeg ikke ser Norsk ut.	3-11 måneder siden	3-5 ganger		Y	N	-1.0	-1.0	-1.0	-1.0	-2.0	-2.0	-2.0	-2.0	-2.0	2.0	N	N				N				N	-1.0	1.0	0.0	-1.0	2.0	-2.0	-2.0	2.0	1.0	2.0	1.0	1.0	-2.0	2.0	1.0	1.0	2.0	1.0	2.0	1.0									2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6.0	5.0	14 minutter 4 sekunder
369	12581121	Y	16-29	V	K		SU		hun	N				LG						Y							SU					I			-1.0	N		Mindre enn 3 måneder siden	40 ganger eller mer	Y	N	N	-2.0	-2.0	-2.0	-2.0	0.0	0.0	-2.0	-2.0	-2.0	1.0	N	N				N				N	-1.0	-1.0	-2.0	-2.0	-1.0	-1.0	1.0	1.0	-1.0	1.0	1.0	1.0	-1.0	2.0	-2.0	-1.0	-1.0	2.0	0.0	2.0									2	2	2	2	2	2	1	2	1	2	2	1	2	1	2	2	6.0	3.0	8 minutter 45 sekunder
370	12581213	Y	16-29	O	K		Y		Hun/henne	N				LG	Q				Lesbisk eller skeiv	N											S				0.0	N		Mindre enn 3 måneder siden	20-39 ganger	Y	N	N	-2.0	-2.0	-2.0	-2.0	-1.0	-2.0	-2.0	-2.0	-2.0	0.0	N	N				N				N	2.0	-2.0	0.0	-1.0	-2.0	-1.0	2.0	1.0	-1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0									2	2	2	2	2	2	2	2	0	2	1	1	2	2	2	1	7.0	2.0	13 minutter 56 sekunder
371	12581280	Y	30-44	O	K	Dame	Y		Hun/henne	N					Q				Bifil	N										Y					2.0	N		3-6 år siden	3-5 ganger	N	N	N					0.0	0.0	-2.0	-2.0	-2.0	2.0	N	N				N				N	2.0	1.0		0.0	0.0	2.0	-2.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	-2.0	-2.0	0.0	0.0	1.0	2.0									2	2	1	2	2	0	1	1	0	2	1	-1	0	1	2	1	6.0	5.0	11 minutter 11 sekunder
372	12581600	Y	16-29	O	K		Y		Hun/henne	N				LG					Skeiv	N										Y					-1.0	N		Mindre enn 3 måneder siden	1-2 ganger		Y	N	-1.0	-1.0	-1.0	-2.0	0.0	-2.0	-2.0	-2.0	-2.0	2.0	N	U			U				U		-2.0	-2.0	-2.0	-2.0	-2.0	-1.0	0.0	2.0	0.0	0.0	0.0	1.0	1.0	1.0	-2.0	0.0	0.0	0.0	1.0	2.0									2	2	2	2	2	2	1	1	1	2	2	2	2	1	2	2	6.0	5.0	12 minutter 42 sekunder
373	12581928	Y	16-29	O	M	Mann/ transmann	N		Han/ham	N			Bi		Q					N												I			2.0	N		3-11 måneder siden	1-2 ganger		Y	N	-1.0	-1.0	-2.0	-1.0	-1.0	0.0	-2.0	-2.0	-2.0	1.0	N	N				N				N	-2.0	-2.0		-2.0	-2.0	-1.0	-1.0	2.0	-2.0	1.0	1.0	1.0	-1.0	1.0	1.0	-2.0	1.0	2.0	0.0	1.0									2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	7.0	5.0	11 minutter 3 sekunder
374	12581994	Y	16-29	O	K		Y		Hun/henne	N			Bi							N										Y				U	-1.0	N		Mindre enn 3 måneder siden	20-39 ganger		Y	N	0.0	0.0	0.0	0.0	0.0	-1.0	-2.0	-2.0	-2.0	2.0	N	N			U	N				N		-1.0		-1.0	0.0	2.0		1.0	0.0	2.0	2.0	2.0	-1.0	1.0	-2.0	-2.0	0.0	0.0	0.0	0.0									2	2	1	1	2	2	1	2	1	2	2	2	2	0	2	1	6.0	5.0	12 minutter 42 sekunder
375	12582044	Y	Over_60	N	K	Lesbisk	Y		Hun	N				LG						N										Y					1.0	N		Mindre enn 3 måneder siden	40 ganger eller mer	N	N	N	1.0	0.0	0.0	-1.0	0.0	1.0	-2.0	-1.0	-2.0	2.0	N	N				N				N	2.0	2.0		2.0	2.0	-2.0	-2.0	2.0	2.0	2.0	0.0	2.0	-2.0	2.0	-2.0	-2.0	2.0	1.0	0.0	2.0									2	2	2	2	2	2	2	2	1	1	1	1	1	1	2	1	5.0	6.0	13 minutter 17 sekunder
376	12582061	Y	16-29	S	K		Y		Hun/henne	N			Bi							N													N		-1.0	N		1-3 år siden	1-2 ganger	N	N	N	-2.0	-2.0	0.0	-2.0	-1.0	-2.0	-2.0	-2.0	-2.0	2.0	N	N				N				N	2.0	1.0		1.0		2.0	-2.0	-1.0		2.0	2.0	2.0	-2.0	1.0			1.0	-1.0	2.0	1.0									2	2	2	2	2	-1	2	1	1	2	1	2	2	-2	2	1	6.0	4.0	6 timer 8 minutter 26 sekunder
377	12582158	Y	16-29	T	IB	Er ikke ute som noe annet enn cis for de fleste, men føler som oftest at ikke-binær eller genderfluid passer meg best.	SU		Hun/henne blant de jeg ikke har kommet ut til, men gjerne både hun/henne og de/dem blant de som kjenner kjønnsidentiteten min.	N			Bi		Q		SU		Jeg bruker som regel «skeiv» eller «queer», og har preferanse for jenter/ikke-menn. Har også vært usikker over en lengre periode, på om jeg kan være lesbisk.	SU			Bi		Q		SU				S	I			1.0	U	Jeg er nevromangfoldig!	3-11 måneder siden	1-2 ganger	Y	N	N	-1.0	-1.0	-2.0	-1.0	0.0	1.0	-1.0	-2.0	-1.0	0.0	U	U				N				N	-2.0	-1.0		-2.0	-1.0	0.0	1.0	1.0	-1.0	0.0	0.0	0.0	-1.0	2.0	0.0	1.0	0.0	1.0	1.0	-1.0									2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	1	6.0	2.0	23 minutter 14 sekunder
378	12582239	Y	16-29	O	K		SU		Hun/henne og hen	N			Bi		Q	Fluid			Kinky og bifil	SU	Aro		Bi		Q	Fluid	SU					I			2.0	U	Bdsm-er	Mindre enn 3 måneder siden	10-19 ganger		Y	Y	1.0	-2.0	-2.0	-2.0	1.0	1.0	-2.0	-1.0	-2.0	1.0	N	N				N				N	0.0	0.0			0.0	-2.0	-2.0	2.0	0.0	2.0	1.0	2.0	-2.0	1.0	2.0	-2.0	1.0			2.0									2	2	2	2	2	2	2	0	2	2	1	1	2	1	2	-1	4.0	1.0	36 minutter 28 sekunder
379	12582596	Y	45-60	O	K		N		hun/henne	N		Het	Bi			Fluid				N													N		1.0	U	Innvandrer (Vest-Europa)	Mindre enn 3 måneder siden	10-19 ganger	N	N	N	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	2.0	N	N		Y_Neg						N					0.0		-2.0	-2.0		2.0	2.0	2.0		0.0	-2.0	-2.0	2.0	0.0	2.0	2.0									0	0	0	0	0	0	0	0	0	-2	1	1	-1	-1	2	-1	4.0	4.0	20 minutter 2 sekunder
380	12582679	Y	16-29	O	K		Y		hun/henne	N					Q					SU			Bi									I			1.0	N		3-11 måneder siden	1-2 ganger		Y	N	-2.0	-2.0	-2.0	-2.0	0.0	1.0	-2.0	-2.0	-2.0	2.0	N	N				N				N	2.0	-1.0		-2.0	0.0	-1.0	1.0	2.0	2.0	2.0	2.0	2.0	-1.0	2.0	-2.0	1.0	2.0			1.0									2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	5.0	3.0	20 minutter 9 sekunder
381	12584986	Y	30-44	O	K		Y		hun/henne	N			Bi						bifil	N											S				1.0	N		Mindre enn 3 måneder siden	6-9 ganger		Y	Y	1.0	1.0	1.0	0.0	0.0	0.0	0.0	-1.0	-2.0	1.0	N	U				N				N	2.0	-1.0		1.0	1.0	-2.0	-1.0	1.0	1.0	2.0	1.0	1.0	-2.0	2.0	-1.0	-2.0	2.0	1.0	1.0	1.0									1	1	1	2	2	1	1	1	1	2	0	1	2	-1	2	-1	5.0	5.0	6 timer 45 minutter 14 sekunder
382	12585254	Y	16-29	O	IB	skeiv/non-binary/queer/gender nonconforming	N		hen/hen	U			Bi		Q				skeiv/queer	N										Y					2.0	N		Mindre enn 3 måneder siden	10-19 ganger	Y	N	N	-2.0	1.0	-2.0	-1.0	1.0	2.0	-2.0	-1.0	0.0	1.0	Y	U			U				U		-2.0	1.0		-1.0	-2.0	-1.0	1.0	2.0	1.0	1.0	1.0	1.0	-2.0	1.0	0.0	1.0	1.0	1.0	2.0	0.0									2	2	1	2	2	1	1	2	1	1	1	2	2	1	2	0	6.0	3.0	43 minutter 16 sekunder
383	12585383	Y	16-29	N	SU		SU		Hun/henne eller hen	N				LG	Q				Skeiv, lesbisk, homo	SU	Aro			LG	Q		SU					I		U	2.0	Y		Mindre enn 3 måneder siden	10-19 ganger	Y	N	N	-2.0	-2.0	-2.0	-2.0	-1.0	0.0	-2.0	-2.0	-2.0	-1.0	N	N			U				U		-1.0	-1.0		-1.0	-1.0	1.0	2.0	2.0	-2.0		0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	-2.0									2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	6.0	2.0	15 minutter 14 sekunder
